stateabb,ccode,leadid,leader,sdate,smonth,syear,emonth,eyear,birthyear,gender,militarycareer,l_month,l_year
USA,2,A2.9-46,Truman,12,4,1945,1,1953,1884,1,0,11,1948
USA,2,A2.9-49,Eisenhower,20,1,1953,1,1961,1890,1,1,11,1952
USA,2,A2.9-52,Kennedy,20,1,1961,11,1963,1917,1,0,11,1960
USA,2,A2.9-55,Johnson,22,11,1963,1,1969,1908,1,0,11,1964
USA,2,A2.9-58,Nixon,20,1,1969,8,1974,1913,1,0,11,1968
USA,2,A2.9-61,Ford,9,8,1974,1,1977,1913,1,0,,
USA,2,A2.9-64,Carter,20,1,1977,1,1981,1924,1,0,11,1976
USA,2,A2.9-67,Reagan,20,1,1981,1,1989,1911,1,0,11,1980
USA,2,A2.9-70,Bush,20,1,1989,1,1993,1924,1,0,11,1988
USA,2,A2.9-73,Clinton,20,1,1993,1,2001,1946,1,0,11,1992
USA,2,A2.9-76,G.W. Bush,21,1,2001,1,2009,1946,1,0,11,2000
USA,2,A3.0-1,Obama,20,1,2009,1,2017,1961,1,0,11,2008
USA,2,cb-002-01,Trump,20,1,2017,1,2021,1946,1,0,11,2016
USA,2,ctb-2-1,Biden,20,1,2021,1,2025,1942,1,0,11,2021
USA,2,,Trump,20,1,2025,,,1946,1,0,11,2020
CAN,20,A2.9-121,St. Laurent,15,11,1948,6,1957,1882,1,0,6,1949
CAN,20,A2.9-124,Diefenbaker,21,6,1957,4,1963,1895,1,0,6,1957
CAN,20,A2.9-127,Pearson,22,4,1963,4,1968,1897,1,0,4,1963
CAN,20,A2.9-130,Trudeau,20,4,1968,6,1979,1919,1,0,6,1968
CAN,20,A2.9-133,Clark,4,6,1979,3,1980,1939,1,0,5,1979
CAN,20,A2.9-136,Trudeau,3,3,1980,6,1984,1919,1,0,2,1980
CAN,20,A2.9-139,Turner,30,6,1984,9,1984,1929,1,0,,
CAN,20,A2.9-142,Mulroney,17,9,1984,6,1993,1939,1,0,9,1984
CAN,20,A2.9-145,Kim Campbell,25,6,1993,11,1993,1947,0,0,,
CAN,20,A2.9-148,Chretien,4,11,1993,12,2003,1939,1,0,10,1993
CAN,20,A2.9-151,Paul Martin,12,12,2003,2,2006,1938,1,0,6,2004
CAN,20,A3.0-2,Harper,6,2,2006,11,2015,1959,1,0,1,2006
CAN,20,cb-20-1,Trudeau,4,11,2015,3,2025,1971,1,0,10,2015
CAN,20,,Carney,14,3,2025,,,1965,1,0,,
BHM,31,A2.9-154,Pindling,10,7,1973,8,1992,1930,1,0,1,1967
BHM,31,A2.9-157,Ingraham,21,8,1992,5,2002,1947,1,0,8,1992
BHM,31,A2.9-160,Christie,3,5,2002,5,2005,1943,1,0,5,2002
BHM,31,A3.0-3,Pratt,4,5,2005,6,2005,1945,0,0,,
BHM,31,A2.9-160a,Christie,1,6,2005,5,2007,1943,1,0,5,2002
BHM,31,A3.0-4,Ingraham,4,5,2007,5,2012,1947,1,0,5,2007
BHM,31,cb-31-1,Christie,8,5,2012,5,2017,1943,1,0,5,2012
BHM,31,se-31-2,Hubert Minnis,11,5,2017,9,2021,1954,1,0,5,2017
BHM,31,ctb-31-1,Philip Davis,17,9,2021,,,1951,1,0,9,2017
CUB,40,A2.9-205,Prio Socarres,10,10,1948,3,1952,1903,1,0,6,1948
CUB,40,A2.9-208,Batista,10,3,1952,1,1959,1901,1,1,11,1954
CUB,40,A2.9-211,Castro,2,1,1959,2,2008,1927,1,0,2,1976
CUB,40,A3.0-5,Raul Castro,24,2,2008,4,2021,1931,1,1,1,2008
CUB,40,ctb-40-1,Miguel Díaz-Canel,19,4,2021,,,1960,1,0,,
HAI,41,A2.9-277,Estime,16,8,1946,5,1950,1900,1,0,8,1946
HAI,41,A2.9-280,Magloire,10,5,1950,12,1956,1907,1,1,10,1950
HAI,41,A2.9-283,Pierre-Louis,12,12,1956,2,1957,1900,1,0,,
HAI,41,A2.9-286,Sylvain,7,2,1957,4,1957,1909,1,0,,
HAI,41,A2.9-289,Executive Council,2,4,1957,5,1957,1910,1,1,,
HAI,41,A2.9-295,Cantave,20,5,1957,5,1957,1910,1,1,,
HAI,41,A2.9-298,Fignole,26,5,1957,6,1957,1914,1,0,,
HAI,41,A2.9-301,Kebreau,14,6,1957,10,1957,1909,1,1,,
HAI,41,A2.9-304,"Duvalier, Francois",15,10,1957,4,1971,1907,1,0,9,1957
HAI,41,A2.9-307,"Duvalier, Jean-",22,4,1971,2,1986,1951,1,0,1,1971
HAI,41,A2.9-310,Namphy,7,2,1986,2,1988,1932,1,1,3,1987
HAI,41,A2.9-313,Manigat,7,2,1988,6,1988,1930,1,0,1,1988
HAI,41,A2.9-316,Namphy,20,6,1988,9,1988,1932,1,1,,
HAI,41,A2.9-319,Avril,17,9,1988,3,1990,1938,1,1,,
HAI,41,A2.9-325,Pascal-Troillet,13,3,1990,2,1991,1943,0,0,,
HAI,41,A2.9-328,Aristide,7,2,1991,9,1991,1953,1,0,12,1990
HAI,41,A2.9-331,Cedras,30,9,1991,10,1994,1949,1,1,,
HAI,41,A2.9-334,Aristide,15,10,1994,2,1996,1953,1,0,,
HAI,41,A2.9-337,Preval,7,2,1996,2,2001,1943,1,0,12,1995
HAI,41,A2.9-340,Aristide,8,2,2001,2,2004,1953,1,0,11,2000
HAI,41,A2.9-343,Boniface Alexandre,29,2,2004,5,2006,1936,1,0,,
HAI,41,A3.0-6,Preval,14,5,2006,5,2011,1943,1,0,2,2006
HAI,41,cb-41-1,Martelly,14,5,2011,2,2016,1961,1,0,3,2011
HAI,41,cb-41-2,Evans Paul (acting),8,2,2016,2,2016,1955,1,0,,
HAI,41,cb-41-3,Jocelerme Privert,15,2,2016,2,2017,1953,1,0,,
HAI,41,se-41-4,Jovenel Moise,7,2,2017,7,2021,1968,1,0,11,2016
HAI,41,mf-41-1,Claude Joseph,7,7,2021,7,2021,1960,1,0,,
HAI,41,mf-41-2,Ariel Henry,20,7,2021,4,2024,1949,1,0,,
HAI,41,,Edgard Leblanc Fils,25,4,2025,10,2025,1955,1,,,
HAI,41,,Lesle Voltaire,10,7,2024,3,2025,1949,1,,,
HAI,41,,Fritz Jean,7,3,2025,8,2025,1956,1,,,
HAI,41,,Laurent Saint-Cyr,7,8,2025,2,2026,,1,,,
HAI,41,,Alix Didier Fils-Aimé,7,2,2026,,,1971,1,,,
DOM,42,A2.9-433,Rafael Trujillo,16,8,1930,5,1961,1891,1,1,5,1930
DOM,42,cb-42--001,Rafael Trujillo (son),30,5,1961,11,1961,1929,1,1,,
DOM,42,A2.9-436,Balaguer,19,11,1961,1,1962,1907,1,0,,
DOM,42,A2.9-442,Filiberto Bonnelly,19,1,1962,2,1963,1904,1,0,,
DOM,42,A2.9-445,Bosch,27,2,1963,9,1963,1909,1,0,12,1962
DOM,42,A2.9-448,de los Santos,26,9,1963,12,1963,1903,1,0,,
DOM,42,A2.9-451,Cabral,22,12,1963,4,1965,1923,1,0,,
DOM,42,A2.9-457,Bartolome Benoit,27,4,1965,5,1965,1921,1,1,,
DOM,42,A2.9-460,Berreras Imbert,7,5,1965,8,1965,1920,1,1,,
DOM,42,A2.9-463,Godoy,3,9,1965,7,1966,1921,1,0,,
DOM,42,A2.9-466,Balaguer,1,7,1966,7,1978,1907,1,0,6,1966
DOM,42,A2.9-469,Guzman Fernandez,1,7,1978,7,1982,1911,1,0,5,1978
DOM,42,A2.9-472,Majluta Azar,4,7,1982,8,1982,1934,1,0,,
DOM,42,A2.9-475,Blanco,16,8,1982,8,1986,1926,1,0,5,1982
DOM,42,A2.9-478,Balaguer,16,8,1986,8,1996,1907,1,0,5,1986
DOM,42,A2.9-481,Fernandez Reyna,16,8,1996,8,2000,1953,1,0,6,1996
DOM,42,A2.9-484,Hipolito Mejia,17,8,2000,8,2004,1941,1,0,5,2000
DOM,42,A2.9-487,Fernandez Reyna,16,8,2004,8,2012,1953,1,0,5,2004
DOM,42,cb-42-1,Danilo Medina,16,8,2012,8,2020,1951,1,0,5,2012
DOM,42,ctb-42-1,Luis Abinader,16,8,2020,,,1967,1,0,7,2020
JAM,51,A2.9-490,Bustamante,6,8,1962,2,1964,1884,1,0,4,1962
JAM,51,A2.9-493,Sangster,15,2,1964,4,1967,1911,1,0,,
JAM,51,A2.9-496,Shearer,11,4,1967,3,1972,1923,1,0,2,1967
JAM,51,A2.9-499,Manley,2,3,1972,11,1980,1924,1,0,2,1972
JAM,51,A2.9-502,Seaga,1,11,1980,2,1989,1930,1,0,10,1980
JAM,51,A2.9-505,Manley,10,2,1989,3,1992,1924,1,0,2,1989
JAM,51,A2.9-508,Patterson,30,3,1992,3,2006,1935,1,0,3,1993
JAM,51,A3.0-8,Simpson Miller,30,3,2006,9,2007,1945,0,0,,
JAM,51,A3.0-9,Golding,11,9,2007,10,2011,1947,1,0,9,2007
JAM,51,A3.0-10,Holness,23,10,2011,1,2012,1972,1,0,,
JAM,51,cb-51-1,Simpson Miller,5,1,2012,3,2016,1945,0,0,12,2011
JAM,51,kb-51-2,Holness,3,3,2016,,,1972,1,0,2,2016
TRI,52,A2.9-511,Williams,31,8,1962,3,1981,1911,1,0,12,1961
TRI,52,A2.9-514,Chambers,30,3,1981,12,1986,1928,1,0,11,1981
TRI,52,A2.9-517,Robinson,18,12,1986,12,1991,1926,1,0,12,1986
TRI,52,A2.9-520,Manning,16,12,1991,11,1995,1946,1,0,12,1991
TRI,52,A2.9-523,Panday,9,11,1995,12,2001,1933,1,0,11,1995
TRI,52,A2.9-526,Manning,25,12,2001,5,2010,1947,1,0,12,2001
TRI,52,A3.0-11,Persad-Bissessar,26,5,2010,9,2015,1952,0,0,5,2010
TRI,52,cb-52-1,Rowley,9,9,2015,3,2025,1949,1,0,9,2015
TRI,52,,Stuart Young,17,3,2025,5,2025,,,,,
TRI,52,,Kamla Persad-Bissessar,1,5,2025,,,1952,0,0,4,2025
BAR,53,A2.9-529,Barrow,18,11,1966,9,1976,1920,1,0,11,1966
BAR,53,A2.9-532,Adams,8,10,1976,3,1985,1931,1,0,9,1976
BAR,53,A2.9-535,St. John,11,3,1985,5,1986,1931,1,0,,
BAR,53,A2.9-538,Barrow,29,5,1986,6,1987,1920,1,0,5,1986
BAR,53,A2.9-541,Sandiford,1,6,1987,9,1994,1937,1,0,1,1991
BAR,53,A2.9-544,Arthur,7,9,1994,1,2008,1949,1,0,9,1994
BAR,53,A3.0-12,Thompson,16,1,2008,10,2010,1961,1,0,1,2008
BAR,53,A3.0-13,Stuart,23,10,2010,5,2018,1951,1,0,2,2013
BAR,53,KS-53-1,Mia Mottley,25,5,2018,,,1965,0,0,5,2018
DMA,54,cb-54-1,Patrick John,3,11,1978,6,1979,1938,1,0,3,1975
DMA,54,cb-54-2,Oliver Seraphin,25,6,1979,7,1980,1943,1,0,,
DMA,54,cb-54-3,Eugenia Charles,21,7,1980,6,1995,1919,0,0,7,1980
DMA,54,cb-54-4,Edison James,14,6,1995,2,2000,1943,1,0,6,1995
DMA,54,cb-54-5,Rosie Douglas,3,2,2000,10,2000,1941,1,0,2,2000
DMA,54,cb-54-6,Pierre Charles,3,10,2000,1,2004,1954,1,0,,
DMA,54,cb-54-7,Roosevelt Skerrit,8,1,2004,,,1972,1,0,5,2005
GRN,55,cb-55-1,Eric Gairy,7,2,1974,3,1979,1922,1,0,2,1972
GRN,55,cb-55-2,Maurice Bishop,13,3,1979,10,1983,1943,1,0,,
GRN,55,cb-55-3,Hudson Austin,19,10,1983,10,1983,1938,1,1,,
GRN,55,cb-55-3.1,Paul Scoon,26,10,1983,12,1983,1935,1,0,,
GRN,55,cb-55-4,Nicholas Brathwaite,9,12,1983,12,1984,1925,1,0,,
GRN,55,cb-55-5,Blaize,4,12,1984,12,1989,1918,1,0,12,1984
GRN,55,cb-55-6,Jones,20,12,1989,3,1990,1924,1,0,,
GRN,55,cb-55-7,Brathwaite,16,3,1990,2,1995,1925,1,0,3,1990
GRN,55,cb-55-8,Brizan,1,2,1995,6,1995,1942,1,0,,
GRN,55,cb-55-9,Mitchell,22,6,1995,7,2008,1946,1,0,6,1995
GRN,55,cb-55-10,Thomas,9,7,2008,2,2013,1947,1,0,7,2008
GRN,55,cb-55-11,Keith Mitchell,20,2,2013,6,2022,1946,1,0,2,2013
GRN,55,ctb-55-1,Dickon Mitchell,24,6,2022,,,1977,1,0,6,2022
SLU,56,cb-56-1,Compton,22,2,1979,7,1979,1925,1,0,,
SLU,56,cb-56-2,Louisy,2,7,1979,5,1981,1916,1,0,7,1979
SLU,56,cb-56-3,Cenac,4,5,1981,1,1982,1925,1,0,,
SLU,56,cb-56-4,Pilgrim,17,1,1982,5,1982,1925,1,0,,
SLU,56,cb-56-5,Compton,3,5,1982,4,1996,1925,1,0,5,1982
SLU,56,cb-56-6,Lewis,2,4,1996,5,1997,1940,1,0,,
SLU,56,cb-56-7,Anthony,24,5,1997,12,2006,1951,1,0,5,1997
SLU,56,cb-56-8,Compton,15,12,2006,5,2007,1925,1,0,12,2006
SLU,56,cb-56-9,King,1,5,2007,11,2011,1958,1,0,,
SLU,56,cb-56-10,Anthony,30,11,2011,6,2016,1951,1,0,11,2011
SLU,56,cb-56-11,Chastanet,7,6,2016,7,2021,1961,1,0,6,2016
SLU,56,mf-56-1,Philip J. Pierre,28,7,2021,,,1955,1,0,7,2021
SVG,57,cb-57-1,Cato,27,10,1979,7,1984,1915,1,0,12,1979
SVG,57,cb-57-2,Mitchell,30,7,1984,10,2000,1931,1,0,7,1984
SVG,57,cb-57-3,Eustace,27,10,2000,3,2001,1944,1,0,,
SVG,57,cb-57-4,Gonsalves,29,3,2001,11,2025,1946,1,0,3,2001
SVG,57,,Godwin Friday,28,11,2025,,,1959,1,0,,
AAB,58,cb-58-1,Vere Bird,1,11,1981,3,1994,1948,1,0,4,1980
AAB,58,cb-58-2,Lester Bird,9,3,1994,3,2004,1938,1,0,2,1994
AAB,58,cb-58-3,Spencer,24,3,2004,6,2014,1948,1,0,3,2004
AAB,58,cb-58-4,Browne,13,6,2014,,,1967,1,0,6,2014
SKN,60,cb-60-1,Simmonds,19,9,1983,7,1995,1936,1,0,2,1980
SKN,60,cb-60-2,Douglas,4,7,1995,2,2015,1953,1,0,7,1995
SKN,60,cb-60-3,Harris,18,2,2015,8,2022,1964,1,0,2,2015
SKN,60,ctb-60-1,Terrance Michael Drew,6,8,2022,,,1976,1,,8,2022
MEX,70,A2.9-589,Aleman Valdes,1,12,1946,12,1952,1903,1,0,7,1946
MEX,70,A2.9-592,Ruiz Cortines,1,12,1952,12,1958,1890,1,0,7,1952
MEX,70,A2.9-595,Lopez Mateos,1,12,1958,12,1964,1910,1,0,7,1958
MEX,70,A2.9-598,Diaz Ordaz,1,12,1964,12,1970,1911,1,0,7,1964
MEX,70,A2.9-601,Echeverria Alvarez,1,12,1970,12,1976,1922,1,0,7,1970
MEX,70,A2.9-604,Lopez Portillo,1,12,1976,12,1982,1920,1,0,7,1976
MEX,70,A2.9-607,de La Madrid,1,12,1982,12,1988,1934,1,0,7,1982
MEX,70,A2.9-610,Salinas,1,12,1988,11,1994,1948,1,0,7,1988
MEX,70,A2.9-613,Zedillo,1,12,1994,11,2000,1951,1,0,7,1994
MEX,70,A2.9-616,Vicente Fox Quesada,1,12,2000,11,2006,1942,1,0,7,2000
MEX,70,A3.0-14,Calderon,1,12,2006,11,2012,1962,1,0,7,2006
MEX,70,cb-70-1,Enrique Pena Nieto,1,12,2012,11,2018,1966,1,0,7,2012
MEX,70,ctb-70-2,Lopez Obrador,1,12,2018,10,2024,1953,1,0,7,2018
MEX,70,,Claudia Sheinbaum,1,10,2024,,,1962,0,0,6,2024
BLZ,80,A2.9-619,Price,21,9,1981,12,1984,1919,1,0,11,1979
BLZ,80,A2.9-622,Esquivel,17,12,1984,11,1989,1940,1,0,12,1984
BLZ,80,A2.9-625,Price,7,11,1989,7,1993,1919,1,0,9,1989
BLZ,80,A2.9-628,Esquivel,3,7,1993,8,1998,1940,1,0,6,1993
BLZ,80,A2.9-631,Musa,28,8,1998,2,2008,1944,1,0,8,1998
BLZ,80,A3.0-15,D.Barrow,8,2,2008,11,2020,1951,1,0,2,2008
BLZ,80,ctb-80-1,John Antonio Briceno,12,11,2020,,,1960,1,0,11,2020
GUA,90,A2.9-673,Arevalo,15,3,1945,3,1951,1904,1,0,12,1944
GUA,90,A2.9-676,Arbenz Guzman,1,3,1951,6,1954,1913,1,1,11,1950
GUA,90,A2.9-682,Monzon,29,6,1954,7,1954,1912,1,1,,
GUA,90,A2.9-685,Castillo Armas,8,7,1954,7,1957,1914,1,1,10,1954
GUA,90,A2.9-688,Gonzalez Lopez,20,7,1957,10,1957,1900,1,0,,
GUA,90,A2.9-694,Flores Avendano,28,10,1957,3,1958,1898,1,1,,
GUA,90,A2.9-697,Ydigoras Fuente,2,3,1958,3,1963,1895,1,1,1,1958
GUA,90,A2.9-700,Peralta Azurdia,31,3,1963,7,1966,1908,1,1,,
GUA,90,A2.9-703,Mendez Montenegro,1,7,1966,7,1970,1915,1,0,3,1966
GUA,90,A2.9-706,Arana Osorio,1,7,1970,7,1974,1918,1,1,3,1970
GUA,90,A2.9-709,Laugerud Garcia,1,7,1974,7,1978,1930,1,1,3,1974
GUA,90,A2.9-712,Lucas Garcia,1,7,1978,3,1982,1924,1,1,3,1978
GUA,90,A2.9-715,Rios Montt,23,3,1982,8,1983,1926,1,1,,
GUA,90,A2.9-718,Mejia Victores,8,8,1983,1,1986,1930,1,1,,
GUA,90,A2.9-721,Cerezo,14,1,1986,1,1991,1942,1,0,12,1985
GUA,90,A2.9-724,Serrano Elias,14,1,1991,5,1993,1945,1,0,1,1991
GUA,90,A2.9-730,Leon Carpio,1,6,1993,1,1996,1942,1,0,,
GUA,90,A2.9-733,Arzu Yrigoyen,14,1,1996,1,2000,1946,1,0,1,1996
GUA,90,A2.9-736,Alfonso Portillo Cabrera,15,1,2000,1,2004,1951,1,0,12,1999
GUA,90,A2.9-739,Berger Perdomo,14,1,2004,1,2008,1946,1,0,12,2003
GUA,90,A3.0-16,Colom,14,1,2008,1,2012,1951,1,0,11,2007
GUA,90,cb-90-1,Molina,14,1,2012,9,2015,1950,1,1,11,2011
GUA,90,cb-90-2,Maldanado,3,9,2015,1,2016,1936,1,0,,
GUA,90,cb-90-3,Morales,14,1,2016,1,2020,1969,1,0,10,2015
GUA,90,ctb-90-1,Giammattei,14,1,2020,1,2024,1956,1,0,8,2019
GUA,90,,Bernardo Arevalo,14,1,2024,,,1958,1,,8,2023
HON,91,A2.9-805,Galvez,1,1,1949,11,1954,1887,1,0,10,1948
HON,91,A2.9-808,Lozano Diaz,16,11,1954,10,1956,1885,1,0,,
HON,91,A2.9-811,Hector Caraccioli,21,10,1956,12,1957,1922,1,1,,
HON,91,A2.9-814,Villeda Morales,21,12,1957,10,1963,1909,1,0,,
HON,91,A2.9-817,Lopez Arellano,3,10,1963,6,1971,1921,1,1,,
HON,91,A2.9-820,Cruz,6,6,1971,12,1972,1903,1,0,3,1971
HON,91,A2.9-823,Lopez Arellano,4,12,1972,4,1975,1921,1,1,,
HON,91,A2.9-826,Melgar Castro,22,4,1975,8,1978,1938,1,1,,
HON,91,A2.9-829,Paz Garcia,7,8,1978,1,1982,1931,1,1,,
HON,91,A2.9-832,Suazo Cordova,27,1,1982,1,1986,1928,1,0,11,1981
HON,91,A2.9-835,Azcona Hoyo,27,1,1986,1,1990,1927,1,0,11,1985
HON,91,A2.9-838,Callejas,27,1,1990,1,1994,1943,1,0,11,1989
HON,91,A2.9-841,Reina,27,1,1994,1,1998,1926,1,0,11,1993
HON,91,A2.9-844,Flores Facusse,27,1,1998,1,2002,1950,1,0,11,1997
HON,91,A2.9-847,Ricardo Maduro,27,1,2002,1,2006,1946,1,0,11,2001
HON,91,A3.0-17,Zelaya,27,1,2006,6,2009,1952,1,0,11,2005
HON,91,A3.0-18,Micheletti,28,6,2009,1,2010,1943,1,0,11,2009
HON,91,A3.0-19,Lobo,27,1,2010,1,2014,1947,1,0,,
HON,91,cb-91-1,Juan Orlando Hernandez,27,1,2014,1,2022,1968,1,0,11,2013
HON,91,ctb-91-1,Xiomara Castro,27,1,2022,1,2026,1959,0,0,11,2021
HON,91,,Nasry Asfura,27,1,2026,,,1958,1,0,,
SAL,92,A2.9-928,Oscar Bolanos,22,10,1949,9,1950,1912,1,1,,
SAL,92,A2.9-931,Osorio,14,9,1950,9,1956,1910,1,1,3,1950
SAL,92,A2.9-934,Lemus,14,9,1956,10,1960,1911,1,1,3,1956
SAL,92,A2.9-937,Castillo,26,10,1960,1,1961,1915,1,1,,
SAL,92,A2.9-940,Portillo,25,1,1961,1,1962,1914,1,1,,
SAL,92,A2.9-943,Rodolfo Cordon,25,1,1962,7,1962,1899,1,0,,
SAL,92,A2.9-946,Rivera,1,7,1962,7,1967,1922,1,1,4,1962
SAL,92,A2.9-949,Sanchez Hernandez,1,7,1967,7,1972,1917,1,1,3,1967
SAL,92,A2.9-952,Molina,1,7,1972,7,1977,1927,1,1,2,1972
SAL,92,A2.9-955,Romero Mena,1,7,1977,10,1979,1924,1,1,2,1977
SAL,92,A2.9-958,Majano Ramos,15,10,1979,12,1980,1938,1,1,,
SAL,92,A2.9-961,Duarte,13,12,1980,5,1982,1925,1,0,,
SAL,92,A2.9-964,Magana Borjo,2,5,1982,6,1984,1925,1,0,,
SAL,92,A2.9-967,Duarte,1,6,1984,6,1989,1925,1,0,5,1984
SAL,92,A2.9-970,Cristiani,1,6,1989,6,1994,1947,1,0,3,1989
SAL,92,A2.9-973,Calderon Sol,1,6,1994,6,1999,1948,1,0,4,1994
SAL,92,A2.9-976,Flores,1,6,1999,6,2004,1959,1,0,3,1999
SAL,92,A2.9-979,Saca Gonzšlez,1,6,2004,6,2009,1965,1,0,3,2004
SAL,92,A3.0-20,Funes,1,6,2009,6,2014,1959,1,0,3,2009
SAL,92,cb-92-1,Salvador Sanchez Ceren,1,6,2014,6,2019,1944,1,0,3,2014
SAL,92,ctb-92-1,Nayib Bukele,1,6,2019,,,1981,1,0,2,2019
NIC,93,A2.9-1048,Anastasio Somoza Garcia,26,5,1947,9,1956,1896,1,0,12,1936
NIC,93,A2.9-1051,Luis Somoza Debayle,29,9,1956,5,1963,1922,1,0,2,1957
NIC,93,A2.9-1054,Shick Gutierrez,1,5,1963,8,1966,1909,1,0,2,1963
NIC,93,A2.9-1057,Guerrero Gutierrez,4,8,1966,5,1967,1900,1,0,,
NIC,93,A2.9-1060,Anastasio Somoza Debayle,1,5,1967,7,1979,1925,1,1,2,1967
NIC,93,A2.9-1063,Daniel Ortega,18,7,1979,4,1990,1945,1,0,11,1984
NIC,93,A2.9-1066,Violeta Chamorro,25,4,1990,1,1997,1929,0,0,2,1990
NIC,93,A2.9-1069,Aleman,10,1,1997,1,2002,1946,1,0,10,1996
NIC,93,A2.9-1072,Enrique Bolanos,11,1,2002,1,2007,1928,1,0,11,2001
NIC,93,A3.0-21,Daniel Ortega,10,1,2007,,,1945,1,0,11,2006
COS,94,A2.9-1144,Otilio Ulate,8,11,1949,11,1953,1892,1,0,2,1948
COS,94,A2.9-1147,Figueres Ferrer,8,11,1953,5,1958,1906,1,0,7,1953
COS,94,A2.9-1150,Echandi Jimenez,8,5,1958,5,1962,1915,1,0,2,1958
COS,94,A2.9-1153,Orlich,8,5,1962,5,1966,1907,1,0,2,1962
COS,94,A2.9-1156,Trejos,8,5,1966,5,1970,1916,1,0,2,1966
COS,94,A2.9-1159,Figueres Ferrer,8,5,1970,5,1974,1906,1,0,2,1970
COS,94,A2.9-1162,"Quiros, Daniel",8,5,1974,5,1978,1921,1,0,2,1974
COS,94,A2.9-1165,Carazo Odio,8,5,1978,5,1982,1926,1,0,2,1978
COS,94,A2.9-1168,Monge Alverez,8,5,1982,5,1986,1925,1,0,2,1982
COS,94,A2.9-1171,Arias,8,5,1986,5,1990,1941,1,0,2,1986
COS,94,A2.9-1174,Calderon Fournier,8,5,1990,5,1994,1949,1,0,2,1990
COS,94,A2.9-1177,Figueres Olsen,8,5,1994,5,1998,1954,1,0,2,1994
COS,94,A2.9-1180,Rodriguez Echeverria,8,5,1998,5,2002,1940,1,0,2,1998
COS,94,A2.9-1183,Abel Pacheco,9,5,2002,5,2006,1933,1,0,4,2002
COS,94,A3.0-22,Arias,8,5,2006,5,2010,1940,1,0,2,2006
COS,94,A3.0-23,Miranda,8,5,2010,5,2014,1959,0,0,2,2010
COS,94,cb-94-1,Luis Guillermo Solis,8,5,2014,5,2018,1958,1,0,4,2014
COS,94,KS-94-2,Carlos Alvarado Quesada,8,5,2018,5,2022,1980,1,0,4,2018
COS,94,ctb-94-1,Rodrigo Chaves Robles,8,5,2022,,,1961,1,0,2,2022
PAN,95,A2.9-1270,"Arias, A.",25,11,1949,5,1951,1901,1,0,5,1948
PAN,95,A2.9-1273,"Arosomena, A.",10,5,1951,10,1952,1883,1,0,,
PAN,95,A2.9-1276,Remon Cantero,1,10,1952,1,1955,1908,1,0,5,1952
PAN,95,A2.9-1279,Guizado,3,1,1955,1,1955,1899,1,0,,
PAN,95,A2.9-1282,Arias Espinosa,15,1,1955,10,1956,1912,1,0,,
PAN,95,A2.9-1285,"Guardia Jr., E.",1,10,1956,10,1960,1904,1,0,5,1956
PAN,95,A2.9-1288,"Chiari, Roberto",1,10,1960,10,1964,1905,1,0,5,1960
PAN,95,A2.9-1291,Robles,1,10,1964,10,1968,1905,1,0,5,1964
PAN,95,A2.9-1294,"Arias, A.",1,10,1968,10,1968,1901,1,0,5,1968
PAN,95,A2.9-1297,Torrijos Herrera,12,10,1968,7,1981,1929,1,1,,
PAN,95,A2.9-1300,Florez Aguilar,31,7,1981,3,1982,1931,1,1,,
PAN,95,A2.9-1303,Dario Paredes,3,3,1982,8,1983,1931,1,1,,
PAN,95,A2.9-1306,Noriega,15,8,1983,1,1990,1940,1,1,,
PAN,95,A2.9-1309,Endara,4,1,1990,9,1994,1936,1,0,5,1989
PAN,95,A2.9-1312,Balladares,1,9,1994,9,1999,1946,1,0,5,1994
PAN,95,A2.9-1315,Mireya Moscoso,1,9,1999,9,2004,1946,0,0,5,1999
PAN,95,A2.9-1318,Martin Torrijos,1,9,2004,7,2009,1963,1,1,5,2004
PAN,95,A3.0-24,Martinelli,1,7,2009,7,2014,1952,1,0,5,2009
PAN,95,cb-95-1,Juan Carlos Varela,1,7,2014,7,2019,1963,1,0,5,2014
PAN,95,ctb-95-1,Laurentino Cortizo,1,7,2019,4,2024,1953,1,0,5,2019
PAN,95,,Jose Raul Mulino,1,7,2024,,,1959,1,,5,2024
COL,100,A2.9-1399,Ospina Perez,7,8,1946,8,1950,1891,1,0,5,1946
COL,100,A2.9-1402,Laureanco Gomez,7,8,1950,11,1951,1889,1,0,11,1949
COL,100,A2.9-1405,Roberto Urdaneta Arbelaez,5,11,1951,6,1953,1890,1,0,,
COL,100,A2.9-1411,Rojas Pinillia,13,6,1953,5,1957,1900,1,1,,
COL,100,A2.9-1414,Paris,10,5,1957,8,1958,1910,1,1,,
COL,100,A2.9-1417,Lleras Camargo,7,8,1958,8,1962,1906,1,0,5,1958
COL,100,A2.9-1420,Guillermo-Leon,7,8,1962,8,1966,1909,1,0,5,1962
COL,100,A2.9-1423,Lleras Restropo,7,8,1966,8,1970,1908,1,0,5,1966
COL,100,A2.9-1426,Pastrana Borrero,7,8,1970,8,1974,1923,1,0,4,1970
COL,100,A2.9-1429,Lopez Michelsen,7,8,1974,8,1978,1913,1,0,4,1974
COL,100,A2.9-1432,Turbay,7,8,1978,8,1982,1916,1,0,6,1978
COL,100,A2.9-1435,Betancur,7,8,1982,8,1986,1923,1,0,5,1982
COL,100,A2.9-1438,Vargas,7,8,1986,8,1990,1921,1,0,5,1986
