stateabb,ccode,leadid,leader,sdate,smonth,syear,emonth,eyear,birthyear,gender,militarycareer,l_month,l_year
BEL,211,,Bart de Wever,3,2,2025,,,1970,1,,,
LUX,212,A2.9-3244,Dupong,9,5,1945,12,1953,1885,1,0,5,1937
LUX,212,A2.9-3247,Bech,28,12,1953,3,1958,1887,1,0,5,1954
LUX,212,A2.9-3250,Frieden,31,3,1958,2,1959,1892,1,0,2,1959
LUX,212,A2.9-3253,Werner,7,3,1959,5,1974,1913,1,0,3,1959
LUX,212,A2.9-3256,Thorn G.,15,6,1974,7,1979,1928,1,0,5,1974
LUX,212,A2.9-3259,Werner,19,7,1979,7,1984,1913,1,0,6,1979
LUX,212,A2.9-3262,Santer,20,7,1984,1,1995,1937,1,0,6,1984
LUX,212,A2.9-3265,Juncker,20,1,1995,12,2013,1954,1,0,6,1999
LUX,212,cb-212-1,Xavier Bettel,4,12,2013,11,2023,1973,1,0,10,2013
LUX,212,ctb-212-1,Luc Frieden,17,11,2023,,,1963,1,0,10,2023
FRN,220,A2.9-3553,Bidault,28,10,1949,6,1950,1899,1,0,,
FRN,220,A2.9-3556,Queuille,2,7,1950,7,1950,1884,1,0,,
FRN,220,A2.9-3559,Pleven,12,7,1950,2,1951,1901,1,0,,
FRN,220,A2.9-3562,Queuille,9,3,1951,7,1951,1884,1,0,,
FRN,220,A2.9-3565,Pleven,8,8,1951,1,1952,1901,1,0,6,1951
FRN,220,A2.9-3568,Faure,18,1,1952,2,1952,1908,1,0,,
FRN,220,A2.9-3571,Pinay,7,3,1952,12,1952,1891,1,1,,
FRN,220,A2.9-3574,Mayer,7,1,1953,5,1953,1895,1,1,,
FRN,220,A2.9-3577,Laniel,26,6,1953,6,1954,1889,1,0,,
FRN,220,A2.9-3580,Mendes-France,18,6,1954,2,1955,1907,1,0,,
FRN,220,A2.9-3583,Faure,23,2,1955,1,1956,1908,1,0,,
FRN,220,A2.9-3586,Mollet,31,1,1956,6,1957,1905,1,0,1,1956
FRN,220,A2.9-3589,Bourges-Maunory,13,6,1957,11,1957,1914,1,1,,
FRN,220,A2.9-3592,Gaillard,6,11,1957,5,1958,1919,1,0,,
FRN,220,A2.9-3595,Pflimin,14,5,1958,5,1958,1907,1,0,,
FRN,220,A2.9-3598,De Gaulle,1,6,1958,4,1969,1890,1,1,11,1958
FRN,220,A2.9-3601,Poher,27,4,1969,6,1969,1909,1,0,,
FRN,220,A2.9-3604,Pompidou,20,6,1969,4,1974,1911,1,0,6,1969
FRN,220,A2.9-3607,Poher,2,4,1974,5,1974,1909,1,0,,
FRN,220,A2.9-3610,Giscard D'Estaing,27,5,1974,5,1981,1926,1,0,5,1974
FRN,220,A2.9-3613,Mitterand,21,5,1981,5,1995,1916,1,0,4,1981
FRN,220,A2.9-3616,Chirac,17,5,1995,5,2007,1932,1,0,4,1995
FRN,220,A3.0-49,Sarkozy,16,5,2007,5,2012,1955,1,0,4,2007
FRN,220,cb-220-1,Hollande,15,5,2012,5,2017,1954,1,0,4,2012
FRN,220,se-220-2,Macron,14,5,2017,,,1977,1,0,5,2017
MNC,221,cb-221-1,Rainier,9,5,1949,4,2005,1923,1,0,,
MNC,221,cb-221-2,Albert II,6,4,2005,,,1958,1,0,,
LIE,223,cb-223-1,Franz Josef,30,3,1938,11,1989,1906,1,0,,
LIE,223,cb-223-2,Hans-Adam II,13,11,1989,,,1945,1,0,,
SWZ,225,A2.9-3844,Petipierre,1,1,1950,12,1950,1899,1,0,,
SWZ,225,A2.9-3847,von Steiger,1,1,1951,12,1951,1881,1,0,,
SWZ,225,A2.9-3850,Kobelt,1,1,1952,12,1952,1891,1,0,,
SWZ,225,A2.9-3853,Etter,1,1,1953,12,1953,1891,1,0,,
SWZ,225,A2.9-3856,Rubattel,1,1,1954,12,1954,1896,1,0,,
SWZ,225,A2.9-3859,Petipierre,1,1,1955,12,1955,1899,1,0,,
SWZ,225,A2.9-3862,Feldmann,1,1,1956,12,1956,1897,1,0,,
SWZ,225,A2.9-3865,Streuli,1,1,1957,12,1957,1892,1,0,,
SWZ,225,A2.9-3868,Holenstein,1,1,1958,12,1958,1896,1,0,,
SWZ,225,A2.9-3871,Chaudet,1,1,1959,12,1959,1901,1,0,,
SWZ,225,A2.9-3874,Petipierre,1,1,1960,12,1960,1899,1,0,,
SWZ,225,A2.9-3877,Friedrich,1,1,1961,12,1961,1899,1,0,,
SWZ,225,A2.9-3880,Chaudet,1,1,1962,12,1962,1901,1,0,,
SWZ,225,A2.9-3883,Spuhler,1,1,1963,12,1963,1902,1,0,,
SWZ,225,A2.9-3886,von Moos,1,1,1964,12,1964,1910,1,0,,
SWZ,225,A2.9-3889,Tschudi,1,1,1965,12,1965,1923,1,0,,
SWZ,225,A2.9-3892,Schaffner,1,1,1966,12,1966,1908,1,0,,
SWZ,225,A2.9-3895,Bonvin,1,1,1967,12,1967,1907,1,0,,
SWZ,225,A2.9-3898,Spuhler,1,1,1968,12,1968,1902,1,0,,
SWZ,225,A2.9-3901,von Moos,1,1,1969,12,1969,1910,1,0,,
SWZ,225,A2.9-3904,Tschudi,1,1,1970,12,1970,1923,1,0,,
SWZ,225,A2.9-3907,Gnagi,1,1,1971,12,1971,1917,1,0,,
SWZ,225,A2.9-3910,Celio,1,1,1972,12,1972,1914,1,0,,
SWZ,225,A2.9-3913,Bonvin,1,1,1973,12,1973,1907,1,0,,
SWZ,225,A2.9-3916,Brugger,1,1,1974,12,1974,1914,1,0,,
SWZ,225,A2.9-3919,Graber,1,1,1975,12,1975,1908,1,0,,
SWZ,225,A2.9-3922,Gnagi,1,1,1976,12,1976,1917,1,0,,
SWZ,225,A2.9-3925,Furgler,1,1,1977,12,1977,1924,1,0,,
SWZ,225,A2.9-3928,Ritschard,1,1,1978,12,1978,1918,1,0,,
SWZ,225,A2.9-3931,Hurlimann,1,1,1979,12,1979,1918,1,0,,
SWZ,225,A2.9-3934,Chevallaz,1,1,1980,12,1980,1915,1,0,,
SWZ,225,A2.9-3937,Furgler,1,1,1981,12,1981,1924,1,0,,
SWZ,225,A2.9-3940,Honegger,1,1,1982,12,1982,1917,1,0,,
SWZ,225,A2.9-3943,Aubert,1,1,1983,12,1983,1927,1,0,,
SWZ,225,A2.9-3946,Schlumpf,1,1,1984,12,1984,1925,1,0,,
SWZ,225,A2.9-3949,Furgler,1,1,1985,12,1985,1924,1,0,,
SWZ,225,A2.9-3952,Egli,1,1,1986,12,1986,1924,1,0,,
SWZ,225,A2.9-3955,Aubert,1,1,1987,12,1987,1927,1,0,,
SWZ,225,A2.9-3958,Stich,1,1,1988,12,1988,1927,1,0,,
SWZ,225,A2.9-3961,Delamuraz,1,1,1989,12,1989,1936,1,0,,
SWZ,225,A2.9-3964,Koller,1,1,1990,12,1990,1933,1,0,,
SWZ,225,A2.9-3967,Cotti,1,1,1991,12,1991,1939,1,0,,
SWZ,225,A2.9-3970,Felber,1,1,1992,12,1992,1933,1,0,,
SWZ,225,A2.9-3973,Ogi,1,1,1993,12,1993,1942,1,0,,
SWZ,225,A2.9-3976,Stich,1,1,1994,12,1994,1927,1,0,,
SWZ,225,A2.9-3979,Villiger,1,1,1995,12,1995,1941,1,0,,
SWZ,225,A2.9-3982,Delamuraz,1,1,1996,12,1996,1936,1,0,,
SWZ,225,A2.9-3985,Koller,1,1,1997,12,1997,1933,1,0,,
SWZ,225,A2.9-3988,Cotti,1,1,1998,12,1998,1939,1,0,,
SWZ,225,A2.9-3991,Dreifuss,1,1,1999,12,1999,1940,0,0,,
SWZ,225,A2.9-3994,Ogi,1,1,2000,12,2000,1942,1,0,,
SWZ,225,A2.9-3997,Leuenberger,1,1,2001,12,2001,1946,1,0,,
SWZ,225,A2.9-4000,Villiger,1,1,2002,12,2002,1941,1,0,,
SWZ,225,A2.9-4003,Pascal Couchepin,1,1,2003,12,2003,1942,1,0,,
SWZ,225,A2.9-4006,Joseph Deiss,1,1,2004,12,2004,1946,1,0,,
SWZ,225,A3.0-50,Schmid,1,1,2005,12,2005,1947,1,0,,
SWZ,225,A3.0-51,Leuenberger,1,1,2006,12,2006,1946,1,0,,
SWZ,225,A3.0-52,Calmy-Rey,1,1,2007,12,2007,1945,0,0,,
SWZ,225,A3.0-53,Pascal Couchepin,1,1,2008,12,2008,1942,1,0,,
SWZ,225,A3.0-54,Hans-Rudolf Merz,1,1,2009,12,2009,1942,1,0,,
SWZ,225,A3.0-55,Doris Leuthard,1,1,2010,12,2010,1963,0,0,,
SWZ,225,A3.0-56,Calmy-Rey,1,1,2011,12,2011,1945,0,0,,
SWZ,225,cb-225-1,Widmer-Schlumpf,1,1,2012,12,2012,1956,0,0,,
SWZ,225,cb-225-2,Maurer,1,1,2013,12,2013,1950,1,0,,
SWZ,225,cb-225-3,Burkhalter,1,1,2014,12,2014,1960,1,0,,
SWZ,225,cb-225-4,Sommaruga,1,1,2015,12,2015,1960,0,0,,
SWZ,225,cb-225-5,Schneider-Ammann,1,1,2016,12,2016,1952,1,0,,
SWZ,225,se-225-1,Doris Leuthard,1,1,2017,12,2017,1963,0,0,,
SWZ,225,cb-225-6,Alain Berset,1,1,2018,12,2018,1972,1,0,,
SWZ,225,ctb-225-1,Maurer,1,1,2019,1,2020,1950,1,0,,
SWZ,225,ctb-225-2,Sommaruga,1,1,2020,1,2021,1960,0,0,,
SWZ,225,ctb-225-3,Parmelin,1,1,2021,12,2021,1959,1,0,,
SWZ,225,ctb-225-4,Ignazio Cassis,1,1,2022,1,2023,1961,1,0,,
SWZ,225,ctb-225-5,Alain Berset,1,1,2023,12,2023,1972,1,0,,
SWZ,225,,Viola Amherd,1,1,2024,12,2024,1962,0,0,,
SWZ,225,,Karin Keller-Sutter,1,1,2025,12,2025,1963,0,0,,
SWZ,225,,Guy Parmelin,1,1,2026,,,1959,1,0,,
SPN,230,A2.9-4213,Franco,1,4,1939,10,1975,1892,1,1,7,1947
SPN,230,A2.9-4216,Juan Carlos,1,11,1975,11,1975,1928,1,0,,
SPN,230,A2.9-4219,Arias Navarro,9,11,1975,7,1976,1908,1,0,,
SPN,230,A2.9-4222,Suarez Gonzalez,1,7,1976,2,1981,1932,1,0,6,1977
SPN,230,A2.9-4225,Calvo-Sotelo,25,2,1981,12,1982,1926,1,0,,
SPN,230,A2.9-4228,Gonzalez Marquez,2,12,1982,5,1996,1942,1,0,10,1982
SPN,230,A2.9-4231,Aznar,5,5,1996,4,2004,1953,1,0,3,1996
SPN,230,A2.9-4234,Rodriguez Zapatero,17,4,2004,12,2011,1960,1,0,3,2004
SPN,230,A3.0-57,Rajoy Brey,20,12,2011,6,2018,1955,1,0,11,2011
SPN,230,ctb-230-1,Sanchez,2,6,2018,,,1972,1,0,9,2009
AND,232,And-1,Reig,8,1,1982,5,1984,1936,1,0,12,1981
AND,232,And-2,Pintat-Solans,21,5,1984,1,1990,1925,1,0,5,1984
AND,232,And-3,Reig,12,1,1990,12,1994,1936,1,0,12,1989
AND,232,And-4,Molne,7,12,1994,5,2005,1946,1,0,2,1997
AND,232,And-5,Pintat-Santolaria,27,5,2005,6,2009,1943,1,0,,
AND,232,And-6,Bartumeu,5,6,2009,4,2011,1954,1,0,4,2009
AND,232,And-7,Agras,28,4,2011,5,2011,1971,1,0,,
AND,232,And-8,Marti,12,5,2011,5,2019,1963,1,0,4,2011
AND,232,And-9,Xavier Espot Zamora,16,5,2019,,,1979,1,0,4,2019
POR,235,A2.9-4276,Salazar,5,7,1932,9,1968,1889,1,0,,
POR,235,A2.9-4279,Caetano,27,9,1968,4,1974,1906,1,0,6,1972
POR,235,A2.9-4282,Spinola,25,4,1974,9,1974,1910,1,1,,
POR,235,A2.9-4285,Costa Gomes,30,9,1974,7,1976,1914,1,1,,
POR,235,A2.9-4288,Eanes,23,7,1976,3,1986,1914,1,1,6,1976
POR,235,A2.9-4291,Soares,9,3,1986,3,1996,1924,1,0,1,1986
POR,235,A2.9-4294,Sampaio,9,3,1996,3,2006,1939,1,0,1,1996
POR,235,A3.0-58,Cavaco Silva,9,3,2006,3,2016,1939,1,0,1,2006
POR,235,kb-235-1,de Sousa,9,3,2016,,,1949,1,0,1,2016
GMY,255,A2.9-4375,Kohl,1,10,1990,10,1998,1930,1,0,1,1987
GMY,255,A2.9-4378,Schroder,27,10,1998,11,2005,1944,1,0,9,1998
GMY,255,A3.0-59,Merkel,22,11,2005,12,2021,1954,0,0,9,2005
GMY,255,ctb-255-1,Olaf Scholz,8,12,2021,5,2025,1958,1,0,12,2021
GMY,255,,Friedrich Merz,6,5,2025,,,1955,1,0,,
GFR,260,A2.9-4360,Adenauer,16,9,1949,10,1963,1876,1,0,8,1949
GFR,260,A2.9-4363,Erhard,16,10,1963,12,1966,1897,1,0,9,1965
GFR,260,A2.9-4366,Kiesinger,1,12,1966,10,1969,1904,1,0,12,1966
GFR,260,A2.9-4369,Brandt,22,10,1969,5,1974,1913,1,0,11,1972
GFR,260,A2.9-4372,Schmidt,16,5,1974,10,1982,1918,1,1,5,1974
GFR,260,A2.9-4375a,Kohl,1,10,1982,9,1990,1930,1,0,3,1983
GDR,265,A2.9-4381,Wilhelm Pieck,22,4,1946,7,1950,1876,1,0,10,1949
GDR,265,A2.9-4384,Ulbricht,25,7,1950,5,1971,1893,1,0,10,1950
GDR,265,A2.9-4387,Honecker,3,5,1971,10,1989,1912,1,0,11,1971
GDR,265,A2.9-4390,Krenz,18,10,1989,12,1989,1937,1,0,,
GDR,265,A2.9-4393,Gysi,9,12,1989,10,1990,1948,1,0,,
POL,290,A2.9-4414,Bierut,31,12,1944,3,1956,1892,1,0,1,1947
POL,290,A2.9-4417,Ochab,20,3,1956,10,1956,1906,1,0,,
POL,290,A2.9-4420,Gomulka,21,10,1956,12,1970,1905,1,0,1,1957
POL,290,A2.9-4423,Gierek,20,12,1970,9,1980,1913,1,0,3,1972
POL,290,A2.9-4426,Kania,6,9,1980,10,1981,1927,1,0,,
POL,290,A2.9-4429,Jaruzelski,18,10,1981,12,1990,1923,1,1,10,1985
POL,290,A2.9-4432,Walesa,22,12,1990,12,1995,1943,1,0,12,1990
POL,290,A2.9-4435,Kwasniewski,23,12,1995,12,2005,1954,1,0,11,1995
POL,290,A3.0-60,Kaczynski,23,12,2005,4,2010,1949,1,0,10,2005
POL,290,A3.0-61,Komorowski,10,4,2010,7,2010,1952,1,0,,
POL,290,A3.0-63,Schetyna,8,7,2010,8,2010,1963,1,0,7,2010
POL,290,A3.0-64,Komorowski,6,8,2010,8,2015,1952,1,0,,
POL,290,cb-290-1,Duda,6,8,2015,8,2025,1972,1,0,5,2015
POL,290,,Karol Navrocki,6,8,2025,,,1983,1,0,,
AUS,305,cb-305-0,Figl,28,11,1945,4,1953,1902,1,0,10,1949
AUS,305,A2.9-4492,Raab,2,4,1953,4,1961,1891,1,1,2,1953
AUS,305,A2.9-4495,Gorbach,11,4,1961,2,1964,1898,1,1,11,1962
AUS,305,A2.9-4498,Klaus,2,4,1964,3,1970,1910,1,0,3,1966
AUS,305,A2.9-4501,Kreisky,20,4,1970,5,1983,1911,1,0,3,1970
AUS,305,A2.9-4504,Sinowatz,24,5,1983,6,1986,1929,1,0,4,1983
AUS,305,A2.9-4507,Vranitzky,16,6,1986,1,1997,1937,1,0,11,1986
AUS,305,A2.9-4510,Klima,28,1,1997,2,2000,1947,1,0,,
AUS,305,A2.9-4513,Schussel,5,2,2000,1,2007,1945,1,0,10,1999
AUS,305,A3.0-65,Gusenbauer,11,1,2007,12,2008,1960,1,0,10,2006
AUS,305,A3.0-66,Faymann,2,12,2008,5,2016,1960,1,0,9,2008
AUS,305,cb-305-1,Mitterlehner,9,5,2016,5,2016,1955,1,0,,
AUS,305,se-305-2,Kern,17,5,2016,11,2017,1966,1,0,,
AUS,305,se-305-3,Kurz,18,12,2017,5,2019,1986,1,0,10,2017
AUS,305,ctb-305-1,Loeger,28,5,2019,6,2019,1965,1,0,,
AUS,305,ctb-305-2,Bierlein,3,6,2019,1,2020,1949,0,0,,
AUS,305,ctb-305-3,Kurz,7,1,2020,10,2021,1986,1,0,9,2020
AUS,305,ctb-305-4,Alexander Schallenbert,11,10,2021,12,2021,1969,1,0,,
AUS,305,ctb-305-5,Karl Nehammer,6,12,2021,1,2025,1972,1,0,,
AUS,305,,Christian Stocker,3,3,2025,,,1960,1,,,
HUN,310,A2.9-4534,Rakoski,15,1,1945,7,1956,1892,1,1,5,1949
HUN,310,A2.9-4537,Gero,18,7,1956,10,1956,1898,1,1,,
HUN,310,A2.9-4540,Nagy,25,10,1956,11,1956,1896,1,1,,
HUN,310,A2.9-4543,Kadar,4,11,1956,5,1988,1912,1,0,11,1958
HUN,310,A2.9-4546,Grosz,22,5,1988,10,1989,1930,1,0,,
HUN,310,A2.9-4549,Szuros,18,10,1989,5,1990,1933,1,0,,
HUN,310,A2.9-4552,Antall,3,5,1990,12,1993,1932,1,0,3,1990
HUN,310,A2.9-4555,Boross,12,12,1993,7,1994,1928,1,0,,
HUN,310,A2.9-4558,Horn,15,7,1994,7,1998,1932,1,0,5,1994
HUN,310,A2.9-4561,Orban,6,7,1998,5,2002,1963,1,0,5,1998
HUN,310,A2.9-4564,Peter Medgyessy,27,5,2002,9,2004,1942,1,0,4,2002
HUN,310,A2.9-4567,Ferenc Gyurcsany,29,9,2004,4,2009,1961,1,0,4,2006
HUN,310,A3.0-67,Bajnai,14,4,2009,5,2010,1968,1,0,,
HUN,310,A3.0-68,Orban,29,5,2010,,,1963,1,0,4,2010
CZE,315,A2.9-4585,Gottwald,7,6,1948,3,1953,1896,1,0,5,1948
CZE,315,A2.9-4588,Zapotocky,21,3,1953,11,1957,1884,1,1,11,1954
CZE,315,A2.9-4591,Novotny,19,11,1957,1,1968,1904,1,0,6,1960
CZE,315,A2.9-4594,Dubcek,5,1,1968,8,1968,1921,1,0,,
CZE,315,A2.9-4597,Svoboda,20,8,1968,8,1968,1895,1,1,,
CZE,315,A2.9-4600,Husak,28,8,1968,12,1989,1913,1,0,11,1971
CZE,315,A2.9-4603,Calfa,17,12,1989,7,1992,1946,1,0,6,1990
CZE,315,A2.9-4606,Strasky,1,7,1992,12,1992,1940,1,0,6,1992
CZR,316,A2.9-4609,Klaus,1,1,1993,12,1997,1910,1,0,6,1992
CZR,316,A2.9-4612,Tosovsky,17,12,1997,7,1998,1950,1,0,,
CZR,316,A2.9-4615,Zeman,17,7,1998,7,2002,1944,1,0,6,1998
CZR,316,A2.9-4618,Spidla,12,7,2002,7,2004,1951,1,0,6,2002
CZR,316,A2.9-4621,Stanislav Gross,26,7,2004,4,2005,1969,1,0,,
CZR,316,A3.0-69,Paroubek,25,4,2005,9,2006,1952,1,0,,
CZR,316,A3.0-70,Topolanek,4,9,2006,5,2009,1956,1,0,6,2006
CZR,316,A3.0-71,Fischer,8,5,2009,7,2010,1951,1,0,,
CZR,316,A3.0-72,Necas,13,7,2010,7,2013,1964,1,0,5,2010
CZR,316,cb-316-1,Rusnok,10,7,2013,1,2014,1960,1,0,,
CZR,316,cb-316-2,Sobotka,29,1,2014,12,2017,1971,1,0,10,2013
CZR,316,se-316-3,Andrej Babis,6,12,2017,12,2021,1954,1,0,10,2017
CZR,316,ctb-316-1,Petr Fiala,17,12,2021,12,2025,1964,1,0,,
CZR,316,,Andrej Babis,9,12,2025,,,1954,1,0,,
SLO,317,A2.9-4624,Meciar,1,1,1993,3,1994,1942,1,0,6,1992
SLO,317,A2.9-4627,Moravcik,16,3,1994,12,1994,1945,1,0,,
SLO,317,A2.9-4630,Meciar,13,12,1994,10,1998,1942,1,0,,
SLO,317,A2.9-4633,Dzurinda,30,10,1998,7,2006,1955,1,0,9,1998
SLO,317,A3.0-73,Fico,4,7,2006,7,2010,1964,1,0,6,2006
SLO,317,A3.0-74,Radicova,8,7,2010,4,2012,1956,0,0,6,2010
SLO,317,cb-317-1,Fico,4,4,2012,3,2018,1964,1,0,3,2012
SLO,317,ctb-317-1,Pellegrini,22,3,2018,3,2020,1975,1,0,,
SLO,317,ctb-317-2,Matovic,21,3,2020,4,2021,1973,1,0,2,2020
SLO,317,ctb-317-3,Heger,1,4,2021,5,2023,1976,1,0,,
SLO,317,ctb-317-4,Odor,15,5,2023,10,2023,1976,1,0,,
SLO,317,ctb-317-5,Fico,25,10,2023,,,1964,1,,9,2023
ITA,325,A2.9-4732,de Gasperi,10,12,1945,7,1953,1881,1,0,4,1948
ITA,325,A2.9-4735,Pella,15,8,1953,1,1954,1902,1,0,6,1953
ITA,325,A2.9-4738,Fanfani,18,1,1954,1,1954,1908,1,0,,
ITA,325,A2.9-4741,Scelba,9,2,1954,6,1955,1901,1,0,,
ITA,325,A2.9-4744,Segni,6,7,1955,5,1957,1891,1,0,,
ITA,325,A2.9-4747,Zoli,19,5,1957,6,1958,1887,1,0,,
ITA,325,A2.9-4750,Fanfani,2,7,1958,1,1959,1908,1,0,5,1958
ITA,325,A2.9-4753,Segni,15,2,1959,2,1960,1891,1,0,,
ITA,325,A2.9-4756,Tambroni,25,3,1960,7,1960,1901,1,0,,
ITA,325,A2.9-4759,Fanfani,26,7,1960,5,1963,1908,1,0,,
ITA,325,A2.9-4762,Leone,21,6,1963,11,1963,1908,1,0,4,1963
ITA,325,A2.9-4765,Moro,5,12,1963,6,1968,1916,1,0,,
ITA,325,A2.9-4768,Leone,25,6,1968,11,1968,1908,1,0,5,1968
ITA,325,A2.9-4771,Rumor,13,12,1968,7,1970,1915,1,0,,
ITA,325,A2.9-4774,Colombo,6,8,1970,1,1972,1920,1,0,,
ITA,325,A2.9-4777,Andreotti,18,2,1972,6,1973,1919,1,0,5,1972
ITA,325,A2.9-4780,Rumor,8,7,1973,11,1974,1915,1,0,,
ITA,325,A2.9-4783,Moro,23,11,1974,7,1976,1916,1,0,,
ITA,325,A2.9-4786,Andreotti,30,7,1976,8,1979,1919,1,0,6,1976
ITA,325,A2.9-4789,Cossiga,5,8,1979,10,1980,1928,1,0,6,1979
ITA,325,A2.9-4792,Forlani,18,10,1980,5,1981,1925,1,0,,
ITA,325,A2.9-4795,Spadolini,28,6,1981,11,1982,1925,1,0,,
ITA,325,A2.9-4798,Fanfani,30,11,1982,8,1983,1908,1,0,,
ITA,325,A2.9-4801,Craxi,4,8,1983,4,1987,1934,1,0,6,1983
ITA,325,A2.9-4804,Fanfani,18,4,1987,7,1987,1908,1,0,,
ITA,325,A2.9-4807,Goria,29,7,1987,4,1988,1943,1,0,6,1987
ITA,325,A2.9-4810,Mita,13,4,1988,7,1989,1928,1,0,,
ITA,325,A2.9-4813,Andreotti,23,7,1989,6,1992,1919,1,0,,
ITA,325,A2.9-4816,Amato,28,6,1992,4,1993,1938,1,0,4,1992
ITA,325,A2.9-4819,Ciampi,29,4,1993,5,1994,1920,1,0,,
ITA,325,A2.9-4822,Berlusconi,11,5,1994,1,1995,1936,1,0,3,1994
ITA,325,A2.9-4825,Dini,17,1,1995,5,1996,1931,1,0,,
ITA,325,A2.9-4828,Prodi,18,5,1996,10,1998,1939,1,0,4,1996
ITA,325,A2.9-4831,D'Alema,21,10,1998,4,2000,1949,1,0,,
ITA,325,A2.9-4834,Amato,26,4,2000,6,2001,1938,1,0,,
ITA,325,A2.9-4837,Berlusconi,11,6,2001,5,2006,1936,1,0,5,2001
ITA,325,A3.0-75,Prodi,17,5,2006,5,2008,1939,1,0,4,2006
ITA,325,A3.0-76,Berlusconi,8,5,2008,11,2011,1936,1,0,4,2008
ITA,325,A3.0-77,Monti,16,11,2011,4,2013,1943,1,0,,
ITA,325,cb-325-1,Letta,28,4,2013,2,2014,1966,1,0,2,2013
ITA,325,cb-325-2,Renzi,22,2,2014,12,2016,1975,1,0,,
ITA,325,se-325-1,Gentiloni,11,12,2016,6,2018,1954,1,0,,
ITA,325,ctb-325-1,Conte,1,6,2018,2,2021,1964,1,0,,
ITA,325,ctb-325-2,Draghi,13,2,2021,10,2022,1947,1,0,,
ITA,325,ctb-325-3,Meloni,22,10,2022,,,1977,0,0,10,2022
SNM,331,194914,Vincenzo Pedini (2nd time)         (,1,10,1949,4,1950,-99,-99,-99,,
SNM,331,195020,Giuseppe Forcellini (1st time),1,4,1950,10,1950,-99,-99,-99,,
SNM,331,195014,Marino Della Balda (3rd time),1,10,1950,4,1951,-99,-99,-99,,
SNM,331,195120,Alvaro Casali (2nd time),1,4,1951,10,1951,-99,-99,-99,,
SNM,331,195114,Domenico Forcellini (2nd time),1,10,1951,4,1952,-99,-99,-99,,
SNM,331,195220,Domenico Morganti,1,4,1952,10,1952,-99,-99,-99,,
SNM,331,195214,Arnaldo Para (2nd time),1,10,1952,4,1953,-99,-99,-99,,
SNM,331,195320,Vincenzo Pedini (3rd time),1,4,1953,10,1953,-99,-99,-99,,
SNM,331,195314,Giordano Giacomini (2nd time),1,10,1953,4,1954,-99,-99,-99,,
SNM,331,195420,Giuseppe Forcellini (3rd time),1,4,1954,10,1954,-99,-99,-99,,
SNM,331,195414,Agostino Giacomini,1,10,1954,4,1955,-99,-99,-99,,
SNM,331,195520,Domenico Forcellini (3rd time),1,4,1955,10,1955,-99,-99,-99,,
SNM,331,195514,Primo Bugli (2nd time),1,10,1955,4,1956,-99,-99,-99,,
SNM,331,195620,Mario Nanni,1,4,1956,10,1956,-99,-99,-99,,
SNM,331,195614,Mariano Ceccoli (3rd time),1,10,1956,4,1957,-99,-99,-99,,
SNM,331,195720,Giordano Giacomini (3rd time),1,4,1957,10,1957,-99,-99,-99,,
SNM,331,195720b,Provisional Government,1,10,1957,10,1957,-99,-99,-99,,
SNM,331,195714,Marino Valdes Franciosi,23,10,1957,4,1958,-99,-99,-99,,
SNM,331,195820,Zaccaria Giovanni Savoretti,1,4,1958,10,1958,-99,-99,-99,,
SNM,331,195814,Domenico Forcellini (4th time),1,10,1958,4,1959,-99,-99,-99,,
SNM,331,195920,Marino Benedetto Belluzzi (1st,1,4,1959,10,1959,-99,-99,-99,,
SNM,331,195914,Giuseppe Forcellini (3rd time),1,10,1959,4,1960,-99,-99,-99,,
SNM,331,196020,Alvaro Casali (3rd time),1,4,1960,10,1960,-99,-99,-99,,
SNM,331,196014,Eugenio Reffi,1,10,1960,4,1961,-99,-99,-99,,
SNM,331,196120,Federico Micheloni (2nd time),1,4,1961,10,1961,-99,-99,-99,,
SNM,331,196114,Giovanni Vito Marcucci (1st time),1,10,1961,4,1962,-99,-99,-99,,
SNM,331,196220,Domenico Forcellini (5th time),1,4,1962,10,1962,-99,-99,-99,,
SNM,331,196214,Antonio Maria Morganti,1,10,1962,4,1963,-99,-99,-99,,
SNM,331,196320,Leonida Suzzi Valli (2nd time),1,4,1963,10,1963,-99,-99,-99,,
SNM,331,196314,Giovan Luigi Franciosi (1st time),1,10,1963,4,1964,-99,-99,-99,,
SNM,331,196420,Marino Benedetto Belluzzi (2nd,1,4,1964,10,1964,-99,-99,-99,,
SNM,331,196414,Giuseppe Micheloni (1st time),1,10,1964,4,1965,-99,-99,-99,,
SNM,331,196520,Ferruccio Piva (2nd time),1,4,1965,10,1965,-99,-99,-99,,
SNM,331,196514,Alvaro Casali (4th time),1,10,1965,4,1966,-99,-99,-99,,
SNM,331,196620,Francesco Valli (2nd time),1,4,1966,10,1966,-99,-99,-99,,
SNM,331,196614,Giovanni Vito Marcucci (2nd time),1,10,1966,4,1967,-99,-99,-99,,
SNM,331,196720,Vittorio Rossini,1,4,1967,10,1967,-99,-99,-99,,
SNM,331,196714,Domenico Forcellini (6th time),1,10,1967,4,1968,-99,-99,-99,,
SNM,331,196820,Marino Benedetto Belluzzi (3rd,1,4,1968,10,1968,-99,-99,-99,,
SNM,331,196814,Pietro Giancecchi (2nd time),1,10,1968,4,1969,-99,-99,-99,,
SNM,331,196920,Ferruccio Piva (3rd time),1,4,1969,10,1969,-99,-99,-99,,
